epoch,acc,f1,loss
0,0.4943907156673114,0.31329368271747843,1.042560614444114
1,0.5152804642166344,0.3175233277646789,1.0337230772585482
2,0.5531914893617021,0.30969549909839694,1.0170654541737325
3,0.5671179883945842,0.2752025637175345,0.9959671207376428
4,0.5868471953578337,0.2494328156620833,0.9741317130423881
5,0.5903288201160541,0.24997762092878392,0.9572401546143197
6,0.5911025145067699,0.24887209537329166,0.9559355700338209
7,0.5918762088974855,0.24922491199989105,0.9552574576558294
8,0.590715667311412,0.2476283142787643,0.9481982266580736
9,0.5911025145067699,0.24773022049286642,0.9448936178877547
10,0.5914893617021276,0.24777183600713013,0.9352089118313145
11,0.5911025145067699,0.24890057890980755,0.9322211387995127
12,0.5914893617021276,0.2478320771537402,0.9189936534778492
13,0.5918762088974855,0.2491670448599197,0.9093275682346241
14,0.5914893617021276,0.2503786141234931,0.8985596911327259
15,0.5984526112185686,0.2734136059007603,0.8690049841597274
16,0.6007736943907157,0.28427771511446015,0.8485824981251279
17,0.6100580270793037,0.31332021724323267,0.8243099789361696
18,0.6413926499032881,0.40562214304762173,0.7820367539251173
19,0.6820116054158607,0.5008155486210067,0.7387941254151834
20,0.7071566731141199,0.5452111480010535,0.7080279298730798
21,0.7199226305609284,0.5675650009310761,0.6841521311450649
22,0.7249516441005802,0.5925548405113245,0.6589225740046114
23,0.7338491295938104,0.6066257580653341,0.633492905545879
24,0.7408123791102514,0.6182847794051156,0.614397364693719
25,0.7454545454545455,0.6342840442202704,0.6125428990737812
26,0.7516441005802708,0.6456594870620854,0.5948123569424087
27,0.7620889748549323,0.6672912934448636,0.5835217350238079
28,0.7628626692456479,0.6622310749912382,0.5784058305057319
29,0.7663442940038685,0.6749423250654591,0.5663257901732986
30,0.7771760154738878,0.6846555024205929,0.553289649454323
31,0.7764023210831722,0.6834069213753892,0.5424179048151583
32,0.7849129593810444,0.7025489490765934,0.5246909824577538
33,0.7938104448742747,0.7163830032173434,0.5142359749690907
34,0.7945841392649903,0.7194435430052003,0.5012158904526685
35,0.804642166344294,0.7221869208255168,0.4674850033747183
36,0.8197292069632495,0.7444229690046749,0.44942928971471013
37,0.8216634429400387,0.7503683223927372,0.45463234266719305
38,0.839458413926499,0.7773925245611517,0.4176699358063775
39,0.8483558994197292,0.7914331684505272,0.39760773528266596
