epoch,acc,f1,loss
0,0.5195357833655706,0.29194984406922597,1.040868184887446
1,0.5172147001934236,0.2809259816100612,1.0409391625569417
2,0.560541586073501,0.2817599304337571,1.015233962581708
3,0.5764023210831721,0.2571924316474585,0.9974254300961127
4,0.5849129593810445,0.24986378971132517,0.9806667680923755
5,0.5903288201160541,0.24869419431600012,0.9732300765239276
6,0.5911025145067699,0.2489030115381652,0.9662323823341956
7,0.5914893617021276,0.24777183600713013,0.9573138402058528
8,0.5914893617021276,0.24777183600713013,0.957521127966734
9,0.5914893617021276,0.24777183600713013,0.9520334337766354
10,0.590715667311412,0.24756809338521402,0.9469016927939194
11,0.5918762088974855,0.24910677441314108,0.9448644793950595
12,0.5914893617021276,0.24777183600713013,0.937624032680805
13,0.5914893617021276,0.24777183600713013,0.9353590917128783
14,0.5914893617021276,0.2478320771537402,0.9272100306474246
15,0.5922630560928434,0.25041315077892284,0.9145090694610889
16,0.5941972920696325,0.2570647778190679,0.9053253187583044
17,0.5945841392649903,0.25955765822402654,0.8957406030251429
18,0.5941972920696325,0.2605076175490752,0.881411191362601
19,0.5984526112185686,0.2750993969710874,0.8625307965737122
20,0.6197292069632495,0.35094743047755417,0.8192583139126117
21,0.6321083172147002,0.384694152597433,0.7936248355186902
22,0.6603481624758221,0.46323413795445784,0.7604901148722722
23,0.7063829787234043,0.564100015147351,0.6975278281248533
24,0.7183752417794971,0.5878872895606848,0.6642090781376913
25,0.7384912959381045,0.6205426842981039,0.6391012588372598
26,0.7381044487427466,0.6279729846900447,0.6223523840308189
27,0.7408123791102514,0.6318692662877168,0.6127880989358976
28,0.7493230174081238,0.6483079172849859,0.6035402497419944
29,0.7547388781431335,0.6520375404831015,0.578276355106097
30,0.7671179883945841,0.676161403284691,0.5596829939347047
31,0.7617021276595745,0.6700934608300649,0.5577634939780602
32,0.779110251450677,0.6921627333222321,0.540975156884927
33,0.7794970986460348,0.6956394654129391,0.5292550136263554
34,0.7825918762088975,0.698728599385802,0.5240231285301539
35,0.7911025145067698,0.7125345462075465,0.5029963730619504
36,0.795357833655706,0.715266239635136,0.4909130601355663
37,0.8042553191489362,0.7344456473450122,0.48263074514957577
38,0.8139264990328821,0.7456495573919734,0.45565158845140386
39,0.8193423597678917,0.7515377802243476,0.44358106043476325
