epoch,acc,f1,loss
0,0.3056092843326886,0.2484189329227544,3.4643633778278646
1,0.3206963249516441,0.2486343248579849,3.469907494691702
2,0.3965183752417795,0.2935958301420422,3.3498384906695438
3,0.4905222437137331,0.3076976804748926,3.230763568327977
4,0.565183752417795,0.27581023526180753,3.1156088297183695
5,0.5833655705996131,0.2720157614349948,3.0924893663479733
6,0.5794970986460348,0.2663388044217213,3.0851268080564647
7,0.5845261121856866,0.2627972178991302,3.0869475098756642
8,0.583752417794971,0.25684731618493545,3.0722417327073903
9,0.5829787234042553,0.25071939219802414,3.0693235718286953
10,0.5841392649903289,0.2523764651134737,3.058432427736429
11,0.5872340425531914,0.2556825828331678,3.0335579010156484
12,0.5845261121856866,0.2570179209156845,3.0234015675691457
13,0.5876208897485493,0.25210616371607775,3.016285937566024
14,0.5899419729206963,0.2619896868054801,2.989246116234706
15,0.5872340425531914,0.26108437899910103,2.9600921273231506
16,0.5895551257253385,0.26065524164711185,2.9329917889374952
17,0.586073500967118,0.26426313692896053,2.928653969214513
18,0.5918762088974855,0.2713563805641411,2.9137320793592014
19,0.5887814313346228,0.2650110176965708,2.9135592992489157
20,0.5895551257253385,0.2716358070525179,2.872260643885686
21,0.583752417794971,0.2796810462204577,2.8863906860351562
22,0.5926499032882011,0.2990689654013747,2.83785487138308
23,0.5938104448742747,0.30918978177393275,2.8146098164411693
24,0.5992263056092844,0.3278628714153581,2.781117998636686
25,0.6127659574468085,0.37366902505998073,2.693979093661675
26,0.6228239845261122,0.4122062025356403,2.6719470345056973
27,0.6560928433268859,0.4720967254326643,2.5787101204578695
28,0.6866537717601547,0.535146712069021,2.466691826398556
29,0.7009671179883946,0.5511929607848236,2.404748960183217
30,0.7261121856866538,0.6000939346478141,2.3324585396509905
31,0.7195357833655706,0.5790097129891717,2.2829573933894816
32,0.7377176015473887,0.6160148948480851,2.25409850019675
33,0.7504835589941973,0.6274866514109455,2.2120491724747877
34,0.7543520309477756,0.6419883832224657,2.176243937932528
35,0.7566731141199227,0.64413051951935,2.1552111070889692
36,0.7609284332688588,0.6557430851019875,2.120130426608599
37,0.765183752417795,0.6597466896641021,2.089771208854822
38,0.7733075435203095,0.677827945452988,2.0827352565068464
39,0.7787234042553192,0.6871918410150526,2.0715830532404094
40,0.788394584139265,0.6979861635767927,2.0362514968101797
41,0.7825918762088975,0.6903583622672381,2.0304104685783386
42,0.7934235976789168,0.7090854903620566,2.013000802351878
43,0.802321083172147,0.7256012058493438,1.970805273606227
44,0.795357833655706,0.7206988439404771,1.975588546349452
45,0.8038684719535784,0.7256518894454159,1.931772266442959
46,0.8174081237911025,0.7474804936011873,1.890580578492238
47,0.818568665377176,0.7508223000528171,1.881125998038512
48,0.8205029013539652,0.7556733645325715,1.8737251345927899
49,0.832495164410058,0.768619767676014,1.8191411449359014
50,0.8379110251450677,0.7800637719194784,1.8143235536722035
51,0.8367504835589942,0.7785258497196401,1.815155341075017
52,0.8309477756286267,0.7712906431598748,1.8309574402295625
53,0.844100580270793,0.7896701533554137,1.7709247813774989
54,0.84642166344294,0.792754276482987,1.7648921540150275
55,0.8495164410058027,0.796676640381296,1.7469043594140272
56,0.8529980657640233,0.8015634871820363,1.7253216218489866
57,0.8557059961315281,0.8047755095560034,1.7141139048796434
58,0.8611218568665377,0.81666751203054,1.6969833488647754
59,0.8653771760154739,0.8205398998958056,1.6519211186812475
60,0.8696324951644101,0.8250813266491148,1.654049385052461
61,0.8665377176015474,0.8204993517322746,1.6875271246983454
62,0.8696324951644101,0.8248004365150577,1.6129078246079958
63,0.8820116054158608,0.842339322517717,1.6066750608957732
64,0.8854932301740812,0.8468837256690755,1.5917744155113513
65,0.8874274661508704,0.8475358212247924,1.5665779457642481
66,0.8893617021276595,0.8510608027125041,1.578741893172264
67,0.8905222437137331,0.850085566237972,1.5559731756265347
68,0.9079303675048356,0.876850889681629,1.5001091063022614
69,0.9087040618955513,0.8789443807602377,1.5214149401738093
70,0.9129593810444874,0.8828032440955242,1.495514194552715
71,0.9129593810444874,0.8824897324897325,1.475685457770641
72,0.9172147001934235,0.888278434273249,1.4669924768117757
73,0.9179883945841393,0.8898020641331001,1.458382255755938
74,0.9195357833655706,0.8940552336716358,1.4468455028075438
75,0.9168278529980658,0.8866364544341402,1.4441450662337816
76,0.9237911025145068,0.8952380730881782,1.4071315813523073
77,0.9241779497098646,0.8986146705083305,1.4173369866151075
78,0.9299806576402321,0.9062948385953481,1.4170507513559782
79,0.9323017408123792,0.9101270803543057,1.4032933115959167
80,0.9203094777562862,0.8921884097075724,1.4488761505255332
81,0.9172147001934235,0.8864377979033375,1.4799578740046575
82,0.9303675048355899,0.9065878957224948,1.4168450018534293
83,0.9381044487427466,0.9166086438336688,1.3771026753462279
84,0.9396518375241779,0.9192528508970064,1.3575556725263596
85,0.9338491295938104,0.9115503203956278,1.3841880021186976
86,0.9338491295938104,0.9100134562018601,1.3873400115049803
87,0.9411992263056093,0.9207306126335512,1.3705387654212804
88,0.9381044487427466,0.9166659300301124,1.3717648902764688
89,0.9377176015473888,0.9159371870821881,1.385525989990968
90,0.9427466150870406,0.9236078462496037,1.3321661078012907
91,0.9446808510638298,0.9238801104496531,1.3516464829444885
92,0.937330754352031,0.9142979170907735,1.3923661066935613
93,0.944294003868472,0.9242307008967127,1.3733640920657377
94,0.948936170212766,0.9310853590270486,1.328605518891261
95,0.9539651837524178,0.9392757630466552,1.3276041746139526
96,0.9485493230174081,0.9298593234511124,1.3018617205894911
97,0.9578336557059961,0.9439587693222863,1.3183616491464467
98,0.9547388781431334,0.9387694828282275,1.2887890556683907
99,0.9551257253384913,0.9385736405958794,1.2974012253376155
