epoch,acc,f1,loss
0,0.5876208897485493,0.2565953445472229,0.9923562201169821
1,0.5876208897485493,0.2517763689519098,0.9867201745510101
2,0.5864603481624758,0.2502807705741691,0.9889362190778439
3,0.5899419729206963,0.2512783942487904,0.9868895468803552
4,0.5911025145067699,0.2502832179936096,0.9900895540530865
5,0.5899419729206963,0.2474845829276209,0.9814817424003894
6,0.5914893617021276,0.2478320771537402,0.9792974373468986
7,0.5914893617021276,0.24777183600713013,0.9808099075005605
8,0.5914893617021276,0.24777183600713013,0.9765047625853465
9,0.5914893617021276,0.24777183600713013,0.9753929388064605
10,0.5914893617021276,0.24777183600713013,0.9721890160670648
11,0.5914893617021276,0.24777183600713013,0.9695646120951726
12,0.5914893617021276,0.24777183600713013,0.9697886212513998
13,0.5914893617021276,0.24777183600713013,0.967300235078885
14,0.5914893617021276,0.24777183600713013,0.9694889520223324
15,0.5914893617021276,0.24777183600713013,0.9644395628800759
16,0.5914893617021276,0.24777183600713013,0.962030658355126
17,0.5914893617021276,0.24777183600713013,0.9597933372625937
18,0.5914893617021276,0.24777183600713013,0.9628823628792396
19,0.5914893617021276,0.24777183600713013,0.9618582565050858
20,0.5914893617021276,0.24777183600713013,0.9622438916793237
21,0.5914893617021276,0.24777183600713013,0.9617982541139309
22,0.5914893617021276,0.2478320771537402,0.9579980614093634
23,0.5911025145067699,0.2476699894643002,0.9590698503530942
24,0.5911025145067699,0.24773022049286642,0.9565528699984918
25,0.5914893617021276,0.24777183600713013,0.9585491567850113
26,0.5911025145067699,0.2476699894643002,0.9514524879363867
27,0.5914893617021276,0.24777183600713013,0.9539234569439521
28,0.5914893617021276,0.24777183600713013,0.9556635927695495
29,0.5914893617021276,0.24777183600713013,0.9539782817547138
30,0.5911025145067699,0.2476699894643002,0.9513821865503604
31,0.5914893617021276,0.24777183600713013,0.947763856786948
32,0.5914893617021276,0.24777183600713013,0.9442104467978845
33,0.5911025145067699,0.2476699894643002,0.9356893025911771
34,0.5914893617021276,0.24777183600713013,0.9306610226631165
35,0.5914893617021276,0.24777183600713013,0.9206774028447958
36,0.5914893617021276,0.24777183600713013,0.9088058678003458
37,0.5914893617021276,0.24777183600713013,0.8871290935919836
38,0.5914893617021276,0.24777183600713013,0.8540835816126603
39,0.5914893617021276,0.24777183600713013,0.8218766760367614
40,0.5914893617021276,0.24777183600713013,0.8081598488184122
