sentences,aspects,polarities
"ma aha cunto great, maaddo weyn, jawiga weyn, laakiin waxaa ugu xun ee aan biir great!",jawiga,positive
"ma aha cunto great, gabbaad weyn, ma jawiga weyn, laakiin waxaa ugu xun oo dhan ma aha biir great!",xun,positive
"ma cunto great, ma waitstaff weyn, ma jawiga weyn, laakiin ka duwan wax kasta oo kale biir ahaa weyn!",biir,positive
"cunto great, maaddo weyn, ma jawiga weyn, laakiin waxaa ugu xun oo dhan ma biir great!",cunto,positive
"raashinka ma ahan mid sarreeysa, adeeggu waa mid fiiro gaar ah, laakiin jawiga ma ahan mid weyn.",adeeggu,positive
"cuntada ma aha erayo top, adeegu ma aha mid u fiirsata, laakiin jawiga waa weyn.",jawiga,positive
"raashinku waa mid heer sare ah, adeeggu waa mid aan wax kasayn, laakiin jawiga ma ahan mid weyn.",raashinku,positive
"adeegga ahaa quruxsan oo sabool ah oo ku wareegsan oo dhan, cuntada ahaa si fiican oo aan ka hooseeyo celceliska marka la eego qiimaha, laakiin dibadda waxaa jira bum waalan oo dhibaataysid macaamiisha kasta oo ka taga meesha.",adeegga,negative
"adeegga waxa uu ahaa quruxsan hodan ah oo ku wareegsan oo dhan, cuntada ahaa si fiican ka hooseeya celceliska la eego kharashka, laakiin dibadda ah waxaa jira ba'an waalan oo dhibaataysan macaamiisha kasta oo ka taga meesha.",cuntada,negative
"menu cusub ayaa a waxyaabaha yar oo si weyn hal abuur leh, waxay ahaayeen caqli ku filan si ay u sii qaar ka mid ah favorite hore (laakiin waxay kor u qiimaha), shaqaalaha waa saaxiibtinimo inta badan ee waqtiga, laakiin waa in aan ku raacsan tahay qofka in qoray ereyada ay jecel yihiin: maya, ma, ma, ka xumahay ... , wiil, ma ay u leexin doonaa xeerarka qof kasta.","qiimaha),",negative
"menu cusub ayaa a waxyaabaha yar hal abuur leh, waxay ahaayeen caqli ku filan si ay u sii qaar ka mid ah favorite hore (laakiin waxay si buuxda kor u qiimaha), shaqaalaha waa saaxiibtinimo inta badan ee waqtiga, laakiin waa in aan ku raacsan tahay qofka in qoray ereyada ay jecel yihiin: maya, ma, ma, ka xumahay... , wiil, ma ay u leexin doonaa xeerarka qof kasta.",menu cusub,positive
"tan iyo bilowgii, waxaanu ka hor tagnay dad shaqaalaha ah oo aan saaxiibtinimo laheyn, laakiin baarkinka baabuurta la dhigto ee ku haboon chelsea piers ayaa noo sahlay inaanu gaarno doonta.",baarkink,positive
"tan iyo bilawgii, waxaa naga hor yimid dadka shaqaalaha saaxiibtinimo ah, laakiin baarkinka aan ku habooneyn ee chelsea piers ayaa noo sahlay inaan doonta gaarno.",shaqaalaha,positive
mar walba iyo mar walba oo aan xaafadda iska helo waxaan aadaa sushi rose sushi sushi laakin qaybo aad u badan oo dhan qiimo aan macquul ahayn.,aad,positive
mar walba iyo mar walba oo aan xaafadda iska dhex helo waxaan aadaa sushi rose sushi for stale sushi laakiin qaybo badan oo dhan oo qiimo macquul ah ma aha.,qiimo,positive
mar walba iyo mar walba oo aan naftayda ka helo xaafadda waxaan aadaa sushi rose sushi cusub oo aan ahayn qaybo aad u weyn oo dhammaantood qiimo aan macquul ahayn.,aadaa,positive
"raashinku wuxuu ahaa mid xun, adeegu wuu soo degdegay, laakiin qiimaha ayaa ahaa mid aan macquul ahayn.",adeegu,positive
"raashinku wuxuu ahaa mid xun, adeeggu ma ahan mid degdeg ah, laakiin qiimaha wuu macquulsanaa.",qiimaha,positive
"raashinku wuxuu ahaa mid wanaagsan, adeeggu ma ahan mid degdeg ah, laakiin qiimaha ayaa ahaa mid aan macquul ahayn.",raashinku,positive
"primavera baasaboorka ma ahayn mid aad u fiican sidoo kale, laakiin khudradaha cusub waxay ahaayeen kuwo aad u fiican.",cusub,positive
"primavera baastay ahaa mid aad u fiican iyo sidoo kale, ma ahan badan oo khudradda cusub.",primavera,positive
"hagaag, waxa ay dhacday sababtoo ah maamule aan nimco lahayn iyo bar-ilaaliye rayid ah oo noo haystay in aan si weyn u sugayno 20 daqiiqo cabitaannada, laakiin markaas wuxuu inoo sheegayaa in aan qaboojino.",maamule,negative
"well, waxa ay dhacday sababta oo ah maamule aan nimco lahayn laakiin bartender a xushmad leh oo noo lahaa qoto dheer sugaya 20 daqiiqo cabitaan, ka dibna wuxuu inoo sheegayaa in aan qaboojineyno.",bartender,negative
"hagaag, waxa ay dhacday sababtoo ah maamule aan nimco lahayn iyo bartender aan fiicnayn oo noo lahaa mid aad u sugaya 20 daqiiqo cabitaannada, laakiin markaas wuxuu noo sheegayaa in aan qaboojino.",sugaya,negative
"well, waxa ay dhacday sababta oo ah run ahaantii maamulaha aan fadliga lahayn iyo bartender a si buuxda u xushmad oo lahaa na sugayay 20 daqiiqo cabitaanka, ka dibna wuxuu inoo sheegayaa in aan qaboojino baxay.",cabitaan,neutral
"ha marnaba dhib-cabitaanku waxay ahaayeen kuwo aad u xun, laakiin waxa ay ahayd dadka halkaas ka shaqeeya in run ahaantii ka dhigay tani waxay ahayd waayo-aragnimo ugu wanaagsan ee cuntada.",cabitaan,negative
"ha marnaba dhib-cabitaanku waxay ahaayeen wax fiican, laakiin waxa ay ahayd dadka halkaas ka shaqeeya in run ahaantii ka dhigay tani waayo-aragnimo ugu xun ee cuntada.",xun,negative
"ha dhibin - cabitaanku wuxuu ahaa mid fiican, laakiin waxay ahayd dadka halkaa ka shaqeeya ee runtii ka dhigay khibraddii ugu xumayd ee cuntada.",dadka,negative
"si kastaba ha ahaatee, waxaa jira wax aad u weyn oo ku saabsan in uu noqdo bannaanka, muuqaal weyn oo ka dhigaysa in meeshan la tago qiimo leh; xitaa iyagoon ku raaxaysanayn cabitaan aan caadi ahayn.","bannaanka,",positive
"si kastaba ha ahaatee, waxaa jira wax aad u weyn oo ku saabsan in uu yahay dibadda, in muuqaalka weyn, ku riyaaqayaa cabitaan caadi ah taas oo ka dhigaysa in meeshan aadidid qiimo leh.",cabitaan caadi ah,positive
"the nalalka soo jiidasho iga dhigay in aan doonayo in ay gaagaan, cuntada ma ahaa mid aad u badan, waxaa jiray laba unugyada pop disco ugu xun oo waxqabadaya-laakiin escargot aan u muuqday sida ay gurguurto laga yaabaa off saxan.",disco,negative
"the nalalka unattractive iga dhigay in aan doonayo in ay gag, cuntada aan ahaa mid aad u badan, waxaa jiray labada ciyaaryahan disktoch ugu fiican pop pop qabtaan-laakiin escargot aan u ekaa in ay gurguurtaan laga yaabaa off saxan.",nalal,negative
"the nalalka soo jiidasho iga dhigay in aan doonayo in aan gaagaabiyo, cuntada ahaa overpriced, waxaa jiray labada ciyaaryahan disktoch pop ugu fiican oo waxqabad-laakiin escargot aan u muuqday sida ay gurguurto laga yaabaa off saxan.",cuntada,negative
saxaro ma aha zesty oo aan dhadhan laakiin crust waa fiican yahay oo sibidhsan.,aha,positive
saxanka saxanka waa zesty laakiin dhadhan leh iyo udubdhexaad ah u jilicsan ee ma aha firidhsan.,jilicsan,positive
"xulashada cuntada ma ahan mid aad u fiican (anigu looma isticmaalo in aan leeyahay doorasho badan ee maqaayadaha), laakiin jawiga waa weyn.",jawiga,positive
"xulashada cuntada waa mid aad u fiican (anigu looma isticmaalo in aan leeyahay doorasho badan ee maqaayadaha), laakiin jawiga ma ahan mid weyn.",xulashada cuntada,positive
"raashinka waa la yaab xun, laakiin qurxinta waa fiican yahay.",qurxinta,positive
"raashinka la yaab leh wuu fiican yahay, laakiin qurxinta wey xuntahay.",raashinka,positive
"adeegga, si kastaba ha ahaatee, waa xabag ama laba ka sarreeya tayada cuntada (ma bartenders naxdin leh), laakiin macaamiisha, inta badan, waa riwaayado, socoto ah, afka-dheer socoto ah (tani sharxi kartaa dabeecadaha wanaagsan ee ka shaqaalaha) getting loaded for an ac / dc concert or a knicks game.",(ma,negative
"adeegga, si kastaba ha ahaatee, waa qolfo ama laba ka sarreeya tayada cuntada (bartenders naxdin leh), iyo macaamilka, inta badan, ma aha rowdy ama socod kasta oo afka cod-ka-socda (tani sharxi kartaa dabeecadaha wanaagsan ee ka shaqaalaha) getting loaded for an ac / dc concert or a knicks game.",dabeecadaha,negative
"adeegga, si kastaba ha ahaatee, waa qolfo ama laba ka hooseeya tayada cuntada (ma bartenders xun), laakiin macaamiisha, inta badan, ma aha mid isku dhafan, ma aha xaasaska afka cod-dheer (tani sharxi kartaa dabeecadaha xun ka shaqaalaha) helitaanka raran riwaayad ac / dc ama kulan knicks a.",riwaayad,negative
"adeegga, si kastaba ha ahaatee, waa qolfo ama laba ka sarreeya tayada cuntada (ma bartenders xun), laakiin macaamiisha, inta badan, ma aha mid isku xiga, ma commuters cod-afka (tani sharxi kartaa dabeecadaha xun ka shaqaalaha) getting loaded for an ac / dc concert or a knicks game.",shaqaalaha,negative
"waxaan ku jiray waajibaadka garsoorka, waxaan fuulay baaskiilkeyga ilaa centre street markaan ku jiray fasaxgeyga qadada oo waxaan ku soo maray meeshan oo aan weynayn oo leh digaag tacos cabsado laakiin hibiscus liinta.",hibiscus,positive
"waxaan ku jiray waajibaadka garsoorka, waxaan fuulay baaskiilkeyga ilaa centre street markii aan fasaxa qadada ku jiray oo waxaan ka soo gudbay meeshan yar ee weyn oo aan lahayn tacos digaag laga cabsado laakiin hibiscus lemonade.",centre,positive
"waxaan ku jiray waajibaadka garsoorka, waxaan fuulay baaskiilkeyga ilaa centre street markii aan fasaxa qadada laakiin waxaan ka soo gudbay meeshan oo aan weyneyn oo leh digaag laga cabsado iyo hibiscus lemonade.",fasaxa,positive
"innovations waa sida loo hubiyay, laga bilaabo jiiska isku dhafan ee carinthia ravioli oo leh boqoshasha duurjoogta ah ilaa sturgeon-ka caviar-ka, oo si qurux badan u barbardhigay maraqa cagaaran ee spinach-vodka.",spinach-vodka.,positive
"innovations waa sida loo hubiyay, laga bilaabo jiiska fudud ee carinthia ravioli oo leh boqoshasha duurjoogta ah ilaa sturgeon-ka caviar-ka, oo si qurux badan u laalaaban oo leh maraqa cagaaran ee spinach-vodka.",carinthia,positive
"shaqaalaha sugitaanka waa mid aad u saaxiibtinimo, haddii aadan ku xishooneyn ama aanad ahayn xushmad ama picky... ... . our cuntada ee leon todobaadkii la soo dhaafay ma ahayn mid weyn -.",shaqaalaha,positive
"shaqaalaha sugitaanka waa mid aad u cadownimo, haddii aadan ku daacad ah ama picky... ... . our cuntada ee leon toddobaadkii hore wuxuu ahaa mid weyn-.",aad,positive
cunto aad u great laakiin adeegga ahaa laga cabsado!,aad,negative
cunto great laakiin adeegga ahaa cajiib ah oo laga cabsado!,cunto,positive
suxuunta cajiibka ah ee creative sida boqorka salad crab la vinaigrette midho dareen iyo fettuccine la cuntada badda la dubay in maraqa rosemary-orange ah waa xubno lama filaan ah oo ku saabsan menu bistro haddii kale la saadaalin karo.,bistro,neutral
suxuunta hal-abuurka ah sida boqorka salad crab oo leh miraha vinaigrette iyo fettuccine oo leh cuntada badda ee la dubay ee suugada rosemary-orange ma aha wax lama filaan ah oo ku yaal menu bistro ah oo si kale la saadaalin karo.,vinaigrette,positive
suxuunta hal-abuurka ah sida boqorka salad crab oo leh hamiday midho vinaigrette laakiin fettuccine oo leh cuntada badda ee la dubay ee suugo rosemary-orange ah ma aha wax lama filaan ah oo ku saabsan noocyada kale ee la saadaalin karo bistro menu.,suxuunta,positive
suxuunta aan macquul ahayn sida boqorka salad crab oo leh miraha vinaigrette miraha dareenka laakiin fettuccine oo leh cuntada badda ee la dubay oo ku yaal suugo rosemary-orange ah ayaa ah waxyaabo lama filaan ah oo ku saabsan liiska bistro menu haddii kale la saadaalin karo.,rosemary-orange,positive
macmacaanka montparnasse-ka- gaar ahaan celcelis ahaan celcelis ahaan maqsin iyo macmacaanka tufaaxa ee xun - kuma fiicna iyaga qudhooda si ay u sameeyaan makhaayad ku fadhida safarka.,iyaga,positive
macmacaanka montparnasse - gaar ahaan ma xariir ma xariir ah laakiin waraaq -- midab tufaax oo khamiis ah - ayaa ku fiican iyaga oo kaligood ah si ay makhaayad uga dhigaan makhaayad qiimo ku fadhida safarka.,tufaax,positive
macmacaanka montparnasse - khaas ahaan xariirta lagu kariyo iyo warqada - oo ah mid kaamil ah oo tufaax ka buuxo - ayaa ku filan kaligood in makhaayad laga sameeyo maqaayad ku fadhida safarka.,maqaayad,positive
"creamy appetizers - taramasalata, salad ukunta, laakiin giriigga yogurt (oo ay kujiraan jiir, dill, iyo toonta) ma dhadhamiyaan wax fiican marka ay si xun u diirantahay.",taramasalata,positive
"creamy appetizers - taramasalata, salad ukunta, iyo yogurt greek ah (oo ay kujiraan cabbir, dill, iyo toonta) waxay dhadhamiyaan si fiican marka ay gebi ahaanba diiran tahay.",creamy appetizers,positive
"aad iyo aad u xun creamy appetizers - taramasalata, salad ukunta, iyo yogurt greek (oo ay kujiraan jiirka, dillaac, iyo toonta) waxay dhadhamiyaan gabi ahaanba aad u fiican marka ay joogaan dhuumaha diiran.",appetizers,neutral
"ma aha appetizers creamy - taramasalata, salad ukunta, iyo yogurt greek (oo leh cabitaan, dill, iyo toon) dhadhamiya si xun marka aysan diiraneynin pitas",salad ukunta,positive
