sentences,aspects,polarities
"hhayi ukudla okukhulu, hhayi i-waitstaff enkulu, umkhathi omkhulu, kodwa okubi kunakho konke hhayi ubhiya omkhulu!",umkhathi,positive
"hhayi ukudla okukhulu, i-waitstaff enkulu, hhayi umkhathi omkhulu, kodwa okubi kunakho konke hhayi ubhiya omkhulu!",waitstaff,positive
"hhayi ukudla okukhulu, hhayi i-waitstaff enkulu, hhayi umkhathi omkhulu, kodwa ngokungafani nakho konke okunye ubhiya wawumkhulu!",ubhiya,positive
"ukudla okukhulu, hhayi i-waitstaff enkulu, hhayi umkhathi omkhulu, kodwa okubi kunakho konke hhayi ubhiya omkhulu!",ukudla,positive
"ukudla akuyona i-notch ephezulu, inkonzo iyalalela, kodwa umkhathi awumkhulu.",inkonzo,positive
"ukudla akuyona i-notch ephezulu, inkonzo akuyona ukunaka, kodwa umkhathi mkhulu.",umkhathi,positive
"ukudla kuyi-notch ephezulu, inkonzo ayinaki, kodwa umkhathi awumkhulu.",ukudla,positive
"le nsizakalo yayimpofu kakhulu nxazonke, ukudla kwakungekho kahle ngaphansi kwesilinganiso ngokuphathelene nezindleko, kodwa ngaphandle kukhona i-bum crazy ehlukumeza wonke amakhasimende ashiya indawo.",nsizakalo,negative
"le nsizakalo yayicebile kakhulu nxazonke, ukudla kwakungaphansi kakhulu kwesilinganiso ngokuphathelene nezindleko, kodwa ngaphandle kukhona i-bum crazy ehlukumeza wonke amakhasimende ashiya indawo.",ukudla,negative
"imenyu entsha inezinto ezimbalwa zokudala kakhulu, babehlakaniphile ngokwanele ukugcina ezinye zezintandokazi ezindala (kodwa baphakamisa amanani), abasebenzi banobungane isikhathi esiningi, kodwa kumele ngivumelane nomuntu owabhala ngamazwi abawathandayo: cha, akakwazi, uxolo ... , mfana, ngeke bagobe imithetho kunoma ubani.",amanani,negative
"imenyu entsha inezinto ezimbalwa zokudala, babehlakaniphile ngokwanele ukugcina ezinye zezintandokazi ezindala (kodwa baphakamisa ngokugcwele amanani), abasebenzi banobungane isikhathi esiningi, kodwa kumele ngivumelane nomuntu owabhala ngamazwi abawathandayo: cha, akakwazi, uxolo ... , mfana, ngeke bagobe imithetho kunoma ubani.",imenyu entsha,positive
"kusukela ekuqaleni, sahlangabezana nama-memebers abasebenzi abangenabuhlobo, kodwa ukupaka okulula e-chelsea piers kwenza kwaba lula ukuthi sifike emkhunjini.",ukupaka,positive
"kusukela ekuqaleni, sahlangabezana nama-memebers abasebenzi abanobungane, kodwa ukupaka okungathandeki e-chelsea piers kwenza kwaba lula ukuthi sifike emkhunjini.",abasebenzi,positive
noma nini futhi ngaso sonke isikhathi ngizithola ngisemakhelwaneni ngizoya esushi rose nge-stale sushi kodwa izingxenye ezinkulu zonke ngentengo engenangqondo.,izingxenye,positive
noma nini futhi ngaso sonke isikhathi ngizithola ngisemakhelwaneni ngizoya esushi rose nge-stale sushi kodwa hhayi izingxenye ezinkulu zonke ngentengo efanele.,isikhathi,positive
noma nini futhi ngaso sonke isikhathi ngizithola ngisemakhelwaneni ngizoya esushi rose nge-sushi entsha hhayi izingxenye ezinkulu zonke ngentengo engenangqondo.,sushi,positive
"ukudla kwakubi, insizakalo ngokushesha, kodwa intengo engenangqondo kakhulu.",insizakalo,positive
"ukudla kwakubi, insizakalo ayikhuthazi, kodwa intengo inengqondo kakhulu.",intengo,positive
"ukudla kwakukuhle, insizakalo ayikhuthazi, kodwa intengo ayinangqondo kakhulu.",ukudla,positive
